City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Klerksdorp,ZA,-26.8521,26.6667,32.95,74,23,3.47,few clouds
347,Melilla,ES,35.2937,-2.9383,75.58,73,0,3.44,clear sky
348,Katsuura,JP,35.1333,140.3,74.32,81,100,18.7,overcast clouds
349,Nadym,RU,65.5333,72.5167,62.33,48,100,25.3,overcast clouds
350,Esmeraldas,BR,-19.7625,-44.3139,56.26,84,28,3.22,scattered clouds
351,Kentau,KZ,43.5206,68.5094,88.65,18,1,9.08,clear sky
352,Bilibino,RU,68.0546,166.4372,59.45,24,1,5.55,clear sky
353,Vestmannaeyjar,IS,63.4427,-20.2734,49.05,73,100,18.25,light rain
354,Mount Gambier,AU,-37.8333,140.7667,53.51,87,75,9.22,broken clouds
355,Flinders,AU,-34.5833,150.8552,68.05,62,76,13.24,broken clouds
356,Sambava,MG,-14.2667,50.1667,71.89,86,26,6.49,scattered clouds
357,Mugur-Aksy,RU,50.35,90.5,65.35,36,58,6.44,light rain
358,Rudbar,AF,30.15,62.6,105.73,8,2,7.58,clear sky
359,Namibe,AO,-15.1961,12.1522,63.88,66,8,2.55,clear sky
360,Ixtapa,MX,20.7,-105.2,78.22,87,100,1.99,overcast clouds
361,Bull Savanna,JM,17.8868,-77.5902,76.39,82,100,10.09,overcast clouds
362,Galveston,US,29.3669,-94.9669,84.16,86,75,11.5,broken clouds
363,Lata,PT,40.1629,-8.3327,60.01,98,68,1.41,broken clouds
364,Kitwe,ZM,-12.7961,28.2477,54.48,65,5,2.91,clear sky
365,Lerwick,GB,60.1545,-1.1494,53.6,96,100,9.78,light rain
366,Faya,SA,18.3851,42.4509,72.12,17,69,3.51,broken clouds
367,Hofn,IS,64.2539,-15.2082,48.52,80,6,7.76,clear sky
368,Bereda,ES,43.2686,-7.5406,65.41,87,88,2.39,overcast clouds
369,Luderitz,NA,-26.6481,15.1594,61.18,37,2,14.65,clear sky
370,Medea,DZ,36.2642,2.7539,75.16,27,94,4.36,overcast clouds
371,Mandalgovi,MN,45.7625,106.2708,81.68,26,84,6.33,broken clouds
372,Dali,CN,25.7,100.1833,66.49,79,100,4.5,light rain
373,Sangar,RU,63.9242,127.4739,68.14,48,42,14.99,scattered clouds
374,Nantucket,US,41.2835,-70.0995,64.02,92,0,5.75,clear sky
375,Zhuhai,CN,22.2769,113.5678,87.58,79,40,12.66,scattered clouds
376,Borger,NL,52.9233,6.7931,56.79,88,76,4.61,broken clouds
377,Melfi,IT,40.9965,15.6514,68.4,46,33,3.24,scattered clouds
378,Bayji,IQ,34.9311,43.487,91.08,23,0,10.2,clear sky
379,Callaway,US,30.153,-85.5699,82.33,82,0,4.61,clear sky
380,Ossora,RU,59.2353,163.0719,50.86,72,100,13.67,overcast clouds
381,Talnakh,RU,69.4865,88.3972,72.21,42,100,5.73,overcast clouds
382,Castrillon,ES,43.3979,-6.7922,67.84,77,82,3.83,broken clouds
383,Luau,AO,-10.7073,22.2247,54.88,46,0,5.28,clear sky
384,Mnogovershinnyy,RU,53.9353,139.9242,45.03,93,100,3.09,overcast clouds
385,Fereydunshahr,IR,32.941,50.121,68.76,14,0,3.42,clear sky
386,Makakilo City,US,21.3469,-158.0858,82.72,65,20,12.66,few clouds
387,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,82,40,9.46,scattered clouds
388,Pavilosta,LV,56.8879,21.1859,57.11,80,100,12.33,overcast clouds
389,Kosa,RU,59.9445,54.9977,62.24,94,91,3.96,light rain
390,Necochea,AR,-38.5473,-58.7368,47.79,89,100,6.2,overcast clouds
391,Aden,YE,12.7794,45.0367,88.25,69,100,10.27,overcast clouds
392,Burpengary,AU,-27.1575,152.9576,77.02,49,0,4.81,clear sky
393,Baiao,BR,-2.7906,-49.6717,67.71,83,55,1.39,broken clouds
394,Sur,OM,22.5667,59.5289,94.37,48,7,2.95,clear sky
395,Nyazepetrovsk,RU,56.0531,59.6028,70.14,62,47,5.95,scattered clouds
396,Atherton,GB,53.5237,-2.4935,53.22,91,64,1.83,broken clouds
397,Iranshahr,IR,27.2025,60.6848,98.94,25,4,4.61,clear sky
398,Juneau,US,58.3019,-134.4197,64.4,84,75,8.05,broken clouds
399,Atasu,KZ,48.6814,71.6433,73.63,30,22,9.13,few clouds
400,Kalangala,UG,-0.3089,32.225,74.57,63,74,15.19,broken clouds
401,Sao Filipe,CV,14.8961,-24.4956,72.54,85,84,9.28,broken clouds
402,Chifeng,CN,42.2683,118.9636,83.71,25,38,3.33,scattered clouds
403,Saint-Augustin,CA,51.226,-58.6502,49.8,80,17,4.12,few clouds
404,Cookeville,US,36.1628,-85.5016,81.39,91,0,0.0,clear sky
405,Fonte Boa,BR,-2.4959,-66.2662,70.05,99,24,2.04,few clouds
406,Onega,RU,63.9061,38.1404,55.09,84,56,8.88,broken clouds
407,Axim,GH,4.8699,-2.2405,74.34,96,100,12.08,heavy intensity rain
408,Inuvik,CA,68.3499,-133.7218,58.06,44,20,13.8,few clouds
409,Poli,TZ,-3.3333,36.8,55.67,94,75,6.91,fog
410,Fort Nelson,CA,58.8053,-122.7002,67.59,40,75,3.44,broken clouds
411,Egvekinot,RU,66.3167,-179.1667,32.58,99,100,3.53,snow
412,Quelimane,MZ,-17.8786,36.8883,66.15,94,0,2.3,clear sky
413,Cayenne,GF,4.9333,-52.3333,79.09,1,100,0.0,overcast clouds
414,Saint-Joseph,RE,-21.3667,55.6167,71.98,79,89,11.34,overcast clouds
415,Rimini,IT,44.0241,12.5186,72.14,83,97,2.3,overcast clouds
416,Gillette,US,44.2911,-105.5022,55.11,62,0,10.36,clear sky
417,Superior,US,46.7208,-92.1041,64.49,92,40,8.05,scattered clouds
418,Buala,SB,-8.145,159.5921,82.72,74,84,8.3,broken clouds
419,Takoradi,GH,4.8845,-1.7554,73.8,95,100,9.08,heavy intensity rain
420,Menongue,AO,-14.6585,17.691,46.72,57,40,1.99,scattered clouds
421,Requena,ES,39.4883,-1.1004,65.79,35,99,2.44,overcast clouds
422,Mogapinyana,BW,-22.3667,27.6,42.33,44,0,5.06,clear sky
423,Muzhi,RU,65.3667,64.6667,67.12,47,3,8.05,clear sky
424,Chumphon,TH,10.3333,98.8333,88.97,52,80,3.49,broken clouds
425,Itoman,JP,26.1247,127.6694,77.4,96,75,14.97,moderate rain
426,Jiaohe,CN,43.7286,127.3447,70.32,76,99,7.96,overcast clouds
427,Siderno,IT,38.2779,16.302,73.33,63,45,4.59,scattered clouds
428,Lagos,NG,6.5833,3.75,77.32,98,74,3.24,light rain
429,Prince Rupert,CA,54.3161,-130.3201,56.89,89,0,12.66,clear sky
430,Hudiksvall,SE,61.729,17.1036,55.56,68,89,6.31,overcast clouds
431,Meulaboh,ID,4.1363,96.1285,82.06,70,100,6.42,overcast clouds
432,Baykit,RU,61.67,96.37,67.66,80,100,2.77,light rain
433,Itambe,BR,-15.245,-40.6244,53.92,92,41,1.54,scattered clouds
434,Atar,MR,20.5169,-13.0499,90.19,31,24,12.73,few clouds
435,Sechura,PE,-5.5569,-80.8222,62.73,80,2,12.91,clear sky
436,Mitrofanovka,RU,49.9708,39.6939,59.59,83,57,5.53,broken clouds
437,Gwadar,PK,25.1216,62.3254,84.52,74,62,8.14,broken clouds
438,Diglur,IN,18.55,77.6,89.78,49,100,8.66,overcast clouds
439,Manta,EC,-0.95,-80.7333,73.18,83,75,6.91,broken clouds
440,Saposoa,PE,-6.934,-76.7716,66.72,81,1,2.48,clear sky
441,Mercedes,AR,-34.6515,-59.4307,50.04,85,46,4.21,scattered clouds
442,Khasan,RU,42.4308,130.6434,62.92,82,84,11.16,broken clouds
443,Zarumilla,PE,-3.5031,-80.2731,69.64,82,2,2.53,clear sky
444,Oksfjord,NO,70.2396,22.3479,46.58,68,87,4.92,overcast clouds
445,De-Kastri,RU,51.4667,140.7833,62.01,67,36,8.01,scattered clouds
446,Kyzyl-Suu,KG,42.3414,78.0056,62.6,59,100,5.77,overcast clouds
447,Caraballeda,VE,10.6112,-66.8522,78.87,94,75,0.0,broken clouds
448,Port-Gentil,GA,-0.7193,8.7815,75.25,81,32,10.96,scattered clouds
449,Mananjary,MG,-21.2167,48.3333,70.27,86,16,8.66,few clouds
450,Lompoc,US,34.6391,-120.4579,60.94,81,0,18.99,clear sky
451,Teahupoo,PF,-17.8333,-149.2667,73.36,79,30,17.05,light rain
452,Meiganga,CM,6.5167,14.3,63.82,96,85,1.68,light rain
453,Chino Valley,US,34.7575,-112.4538,76.21,17,0,9.22,clear sky
454,Sovetskiy,RU,61.3614,63.5842,71.47,37,37,5.1,scattered clouds
455,Lasa,IT,46.6166,10.7002,61.68,71,12,3.71,few clouds
456,Lodja,CD,-3.4833,23.4333,69.15,86,13,1.79,few clouds
457,Sidney,AU,-33.8679,151.2073,69.24,47,75,11.5,broken clouds
458,Korla,CN,41.7597,86.1469,95.02,14,53,15.19,broken clouds
459,Papetoai,PF,-17.4961,-149.8729,78.39,73,7,16.24,light rain
460,Merauke,ID,-8.4667,140.3333,83.17,76,62,15.59,broken clouds
461,Tolmezzo,IT,46.4075,13.0175,65.43,85,12,5.41,few clouds
462,Rawson,AR,-43.3002,-65.1023,45.14,81,14,10.87,few clouds
463,Naze,JP,28.3667,129.4833,74.32,88,100,12.84,light rain
464,Vao,NC,-22.6667,167.4833,74.52,81,86,20.85,overcast clouds
465,Vanavara,RU,60.34,102.2797,79.0,42,99,6.24,overcast clouds
466,Santiago,CL,-33.4569,-70.6483,50.29,75,75,3.44,broken clouds
467,Ilheus,BR,-14.7889,-39.0494,63.0,91,24,6.22,few clouds
468,Arteaga,MX,18.4667,-102.4167,66.31,95,99,3.24,overcast clouds
469,Grindavik,IS,63.8424,-22.4338,46.35,81,75,11.5,broken clouds
470,Bolobo,CD,-2.1667,16.2333,69.84,89,35,1.41,light rain
471,Deputatskiy,RU,69.3,139.9,61.0,43,92,9.86,overcast clouds
472,Campeche,MX,19.0,-90.5,74.68,82,44,3.74,scattered clouds
473,West Bay,KY,19.3667,-81.4167,82.08,80,89,1.99,overcast clouds
474,Beja,TN,36.7256,9.1817,70.27,34,9,1.81,clear sky
475,Akdepe,TM,42.0551,59.3788,82.49,14,11,11.05,few clouds
476,Thinadhoo,MV,0.5333,72.9333,83.57,69,93,5.39,overcast clouds
477,Angoche,MZ,-16.2325,39.9086,71.65,82,0,8.01,clear sky
478,Placerville,US,38.7296,-120.7986,70.77,39,0,8.05,clear sky
479,Dufftown,GB,57.4333,-3.1333,53.28,91,59,4.09,broken clouds
480,Chegdomyn,RU,51.1167,133.0167,71.8,52,100,5.3,overcast clouds
481,Mikun,RU,62.3547,50.0771,64.51,85,100,7.07,overcast clouds
482,Grand Baie,MU,-20.0182,57.5802,76.44,62,2,11.01,clear sky
483,Alyangula,AU,-13.8483,136.4192,80.71,60,91,13.38,overcast clouds
484,Omsukchan,RU,62.5333,155.8,58.35,44,64,8.46,broken clouds
485,Paita,PE,-5.0892,-81.1144,63.18,81,1,13.94,clear sky
486,Tucurui,BR,-3.7661,-49.6725,69.49,84,30,2.89,scattered clouds
487,Isangel,VU,-19.55,169.2667,78.15,82,10,15.66,clear sky
488,Batsfjord,NO,70.6345,29.7185,39.13,93,100,13.8,overcast clouds
489,Benghazi,LY,32.1167,20.0667,74.66,71,0,8.84,clear sky
490,Columbus,US,39.9612,-82.9988,81.88,83,0,4.61,clear sky
491,Copiapo,CL,-27.3667,-70.3333,51.49,94,100,0.92,overcast clouds
492,Xiaoshi,CN,41.2971,124.1209,74.12,63,69,7.9,broken clouds
493,Boundiali,CI,9.5217,-6.4869,70.93,96,100,5.28,moderate rain
494,Boa Vista,BR,2.8197,-60.6733,76.98,88,40,2.3,scattered clouds
495,Birao,CF,10.2849,22.7882,73.8,80,100,4.85,overcast clouds
496,Whyalla,AU,-33.0333,137.5833,61.61,58,0,1.61,clear sky
497,Quatre Cocos,MU,-20.2078,57.7625,76.08,63,26,15.37,scattered clouds
498,Nokha,IN,27.6,73.4167,97.18,35,0,18.75,clear sky
499,Krasnoselkup,RU,65.7,82.4667,63.9,83,100,8.14,light rain
500,Abu Dhabi,AE,24.4667,54.3667,93.31,57,4,2.3,clear sky
501,Ostersund,SE,63.1792,14.6357,54.61,93,75,9.22,broken clouds
502,Westport,US,41.1415,-73.3579,66.45,86,81,1.99,broken clouds
503,Tateyama,JP,34.9833,139.8667,75.09,87,100,23.29,overcast clouds
504,Waddan,LY,29.1614,16.139,71.76,57,0,4.16,clear sky
505,Araouane,ML,18.9048,-3.5265,86.13,35,8,19.06,clear sky
506,Baglan,AF,36.1307,68.7083,97.21,14,0,2.95,clear sky
507,Mahibadhoo,MV,3.7833,72.9667,83.61,71,84,7.83,broken clouds
508,Gat,IL,31.61,34.7642,76.82,100,0,8.12,clear sky
509,Ternate,ID,0.8,127.4,85.1,64,97,5.41,overcast clouds
510,Chaman,PK,30.9236,66.4512,93.51,8,0,7.34,clear sky
511,Nizhniy Kuranakh,RU,58.8353,125.4869,71.6,39,15,4.41,few clouds
512,Suba,PH,10.8438,121.0102,85.35,65,57,1.41,broken clouds
513,Ponta Delgada,PT,37.7333,-25.6667,63.5,82,20,6.91,few clouds
514,Waingapu,ID,-9.6567,120.2641,85.59,64,46,16.69,scattered clouds
515,Samarai,PG,-10.6167,150.6667,80.08,85,70,8.52,very heavy rain
516,Koumac,NC,-20.5667,164.2833,79.41,70,33,3.96,scattered clouds
517,Olinda,BR,-8.0089,-34.8553,73.13,100,75,4.61,broken clouds
518,Bukachacha,RU,52.9833,116.9167,74.35,31,75,5.61,broken clouds
519,Prnjavor,BA,44.8703,17.6628,58.26,75,5,1.34,clear sky
520,Novaya Ladoga,RU,60.1025,32.3019,54.48,88,96,13.96,overcast clouds
521,Victoria,HK,22.2855,114.1577,87.85,80,99,18.01,overcast clouds
522,Cockburn Town,TC,21.4612,-71.1419,81.34,81,15,17.9,few clouds
523,Jacqueville,CI,5.2052,-4.4146,77.67,87,100,16.31,moderate rain
524,Goderich,CA,43.7501,-81.7165,84.52,58,35,12.66,scattered clouds
525,Mokhsogollokh,RU,61.4681,128.9203,68.02,56,63,5.55,broken clouds
526,Grand Gaube,MU,-20.0064,57.6608,76.37,62,3,10.0,clear sky
527,Lerici,IT,44.0759,9.9112,74.75,66,1,4.81,clear sky
528,Maputo,MZ,-25.9653,32.5892,58.23,71,20,10.36,few clouds
529,Silver City,US,32.7701,-108.2803,76.3,16,0,10.36,clear sky
530,Umm Kaddadah,SD,13.6017,26.6876,84.97,30,5,5.23,clear sky
531,Coxim,BR,-18.5067,-54.76,69.33,58,3,3.24,clear sky
532,Malyye Derbety,RU,47.9547,44.6808,77.92,43,83,8.86,broken clouds
533,Vilcun,CL,-38.65,-72.2333,43.54,98,48,0.51,scattered clouds
534,Paraiso,CR,9.8383,-83.8656,63.46,97,100,2.26,overcast clouds
535,Ulety,RU,51.3572,112.4849,80.11,32,7,7.76,clear sky
536,Chabahar,IR,25.2919,60.643,85.28,72,6,6.93,clear sky
537,Ust-Kuyga,RU,70.0167,135.6,54.5,53,100,14.76,overcast clouds
538,Bar Harbor,US,44.3876,-68.2039,58.37,84,0,3.44,clear sky
539,Mopipi,BW,-21.1833,24.8833,42.39,44,0,7.9,clear sky
540,Vagay,RU,57.9375,69.0217,69.78,49,40,9.04,scattered clouds
541,Fairbanks,US,64.8378,-147.7164,70.14,55,20,8.05,few clouds
542,Masterton,NZ,-40.9597,175.6575,55.89,74,32,15.32,scattered clouds
543,Marawi,PH,7.9986,124.2928,80.71,67,29,8.14,light rain
544,Sungairaya,ID,0.7,108.9,82.51,79,72,5.14,broken clouds
545,Laela,TZ,-8.5667,32.05,57.56,76,3,2.68,clear sky
546,Mitsamiouli,KM,-11.3847,43.2844,78.12,75,3,3.53,clear sky
547,Choszczno,PL,53.169,15.4205,59.23,76,99,5.91,overcast clouds
548,Vila,PT,42.0304,-8.1588,59.88,83,45,4.05,scattered clouds
549,Bafoussam,CM,5.4737,10.4179,57.65,95,48,2.28,scattered clouds
550,Fredericksburg,US,38.3032,-77.4605,81.72,59,100,10.36,overcast clouds
551,Liku,ID,-0.7275,119.8922,86.86,60,88,2.19,overcast clouds
552,Lima,PE,-12.0432,-77.0282,59.25,72,0,11.5,clear sky
553,Marsa Matruh,EG,31.3525,27.2453,70.0,88,0,5.75,clear sky
554,Mumford,GH,5.2618,-0.759,73.63,96,100,4.99,very heavy rain
555,Abu Kamal,SY,34.4506,40.9171,86.02,35,0,8.7,clear sky
556,Ayan,RU,56.45,138.1667,45.68,87,41,7.87,scattered clouds
557,Brae,GB,60.3964,-1.353,52.92,97,99,8.84,overcast clouds
558,Raga,SS,8.4596,25.678,70.65,92,61,2.86,broken clouds
559,Ranong,TH,9.9658,98.6348,87.73,62,47,3.71,scattered clouds
560,Morondava,MG,-20.2833,44.2833,70.97,76,41,5.7,light rain
561,Akhmeta,GE,42.0311,45.2075,70.32,62,17,6.62,few clouds
562,Nelson Bay,AU,-32.7167,152.15,70.0,48,1,1.99,clear sky
563,Smirnykh,RU,49.75,142.8333,76.33,38,24,9.31,few clouds
564,Baturaja,ID,-4.1333,104.1667,87.69,59,85,4.05,overcast clouds
565,Brindisi,IT,40.5833,17.6667,71.44,59,79,6.51,broken clouds
566,Cabo Rojo,PR,18.0866,-67.1457,80.67,85,100,8.84,overcast clouds
567,San Policarpo,PH,12.1791,125.5072,86.0,66,55,7.4,broken clouds
568,Abu Samrah,SY,35.3029,37.1841,74.5,54,0,5.5,clear sky
569,Hay River,CA,60.8156,-115.7999,49.98,87,75,9.22,broken clouds
570,San Martin,AR,-33.081,-68.4681,43.34,52,0,7.49,clear sky
571,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,5.75,overcast clouds
572,Mitu,CO,1.1983,-70.1733,67.03,96,75,0.54,broken clouds
573,Rio Gallegos,AR,-51.6226,-69.2181,35.65,80,75,6.91,broken clouds
574,Ramhormoz,IR,31.28,49.6035,99.75,9,0,6.11,clear sky
575,Darova,RO,45.642,21.7733,62.22,59,30,3.31,scattered clouds
576,Chicama,PE,-7.8447,-79.1469,59.54,86,5,7.47,clear sky
577,Lamu,KE,-2.2717,40.902,78.75,83,70,11.36,light rain
578,Kiknur,RU,57.3034,47.2011,60.46,82,100,5.39,overcast clouds
579,Lavumisa,SZ,-27.31,31.892,53.31,65,71,1.5,broken clouds
580,Barra Do Corda,BR,-5.5,-45.25,68.36,89,79,1.63,broken clouds
581,Kyabe,TD,9.4515,18.9449,76.51,65,99,3.09,overcast clouds
582,Kavaratti,IN,10.5669,72.642,83.01,75,100,16.42,overcast clouds
583,Pereira Barreto,BR,-20.6383,-51.1092,65.35,67,1,7.81,clear sky
584,Maragogi,BR,-9.0122,-35.2225,73.8,91,47,9.8,moderate rain
585,Totness,SR,5.8833,-56.3167,75.92,89,76,8.88,broken clouds
586,Zhicheng,CN,30.2956,111.5047,96.84,26,77,11.41,broken clouds
587,Kaeo,NZ,-35.1,173.7833,56.82,77,10,5.84,clear sky
588,Burnie,AU,-41.0667,145.9167,61.95,52,20,2.62,few clouds
589,Sibu,MY,2.3,111.8167,84.51,79,40,3.44,scattered clouds
590,Kokopo,PG,-4.352,152.2633,84.92,64,60,6.49,broken clouds
591,Yarensk,RU,62.1675,49.0916,64.78,70,100,7.52,overcast clouds
592,Karpathos,GR,35.507,27.2132,73.36,83,40,19.57,scattered clouds
593,Merke,KZ,42.8728,73.1786,81.5,36,53,2.73,broken clouds
594,Anadyr,RU,64.75,177.4833,59.5,55,40,11.18,scattered clouds
595,Tamandare,BR,-8.7597,-35.1047,74.59,90,69,8.66,light rain
596,Honiara,SB,-9.4333,159.95,83.84,70,80,8.21,broken clouds
597,Huntington,US,38.4193,-82.4452,81.32,94,1,5.3,clear sky
598,Boke,GN,10.9409,-14.2967,74.26,97,100,2.1,overcast clouds
599,Trujillo,PE,-8.116,-79.03,60.76,88,9,9.22,mist
600,Vostok,RU,46.4856,135.8833,67.98,69,85,2.57,overcast clouds
601,Gamba,GA,-2.65,10.0,72.09,89,69,5.06,broken clouds
602,Soe,ID,-9.8607,124.284,77.5,57,80,10.25,broken clouds
603,Safaga,EG,26.7292,33.9365,85.1,41,0,15.88,clear sky
604,California City,US,35.1258,-117.9859,85.59,19,0,21.85,clear sky
605,Abnub,EG,27.2696,31.1511,77.22,43,0,17.96,clear sky
606,Khash,IR,28.2211,61.2158,91.85,20,1,2.77,clear sky
607,Nyurba,RU,63.2842,118.3319,71.55,49,56,4.85,broken clouds
608,Celestun,MX,20.8667,-90.4,78.37,82,74,12.08,broken clouds
609,Xining,CN,36.6167,101.7667,74.8,29,8,4.03,clear sky
610,Dourbali,TD,11.8091,15.8632,85.37,42,66,2.48,broken clouds
611,Richards Bay,ZA,-28.783,32.0377,54.05,63,2,11.16,clear sky
612,Nizhniy Tsasuchey,RU,50.5167,115.1333,78.33,32,1,8.48,clear sky
613,Pingxiang,CN,27.6167,113.85,76.01,85,100,3.18,overcast clouds
614,Kisangani,CD,0.5167,25.2,70.25,97,91,1.72,overcast clouds
615,Shimoda,JP,34.6667,138.95,77.36,89,100,16.71,overcast clouds
616,Santa Maria,BR,-29.6842,-53.8069,52.99,92,59,3.56,broken clouds
617,Golspie,GB,57.9727,-3.978,59.14,88,88,3.31,overcast clouds
618,La Union,PE,-5.4,-80.75,63.28,77,0,11.77,clear sky
619,Fortuna,US,40.5982,-124.1573,55.98,86,20,5.75,few clouds
620,East Wenatchee Bench,US,47.4257,-120.2812,61.29,60,51,0.18,broken clouds
621,Condado,CU,21.8767,-79.8403,74.26,90,61,5.17,broken clouds
622,Barahona,DO,18.2085,-71.1008,78.94,72,100,3.0,overcast clouds
623,Port Augusta,AU,-32.5,137.7667,64.76,48,0,3.87,clear sky
624,Moerai,PF,-22.4333,-151.3333,75.92,65,99,11.12,overcast clouds
625,Kwinana,AU,-32.25,115.7667,74.17,67,76,4.0,broken clouds
626,Mwingi,KE,-0.9344,38.0601,66.81,71,42,8.3,scattered clouds
627,Fort Frances,CA,48.5999,-93.4003,57.42,65,75,4.61,broken clouds
628,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,87,68,7.9,broken clouds
629,Manzhouli,CN,49.6,117.4333,73.49,43,35,7.81,scattered clouds
630,Plettenberg Bay,ZA,-34.0527,23.3716,48.24,71,4,4.76,clear sky
631,Huarmey,PE,-10.0681,-78.1522,61.5,84,20,13.04,few clouds
632,Japura,ID,-0.3167,102.35,85.6,72,97,2.53,overcast clouds
633,Kutum,SD,14.2,24.6667,77.99,27,47,5.59,scattered clouds
634,Glyadyanskoye,RU,54.9075,65.0883,71.85,63,72,8.84,broken clouds
635,Mao,ES,39.8885,4.2658,68.56,83,0,3.44,clear sky
636,Lubuagan,PH,17.3548,121.1747,80.33,76,100,1.88,overcast clouds
637,Diego De Almagro,CL,-26.3667,-70.05,43.07,90,96,0.49,overcast clouds
638,Salinopolis,BR,-0.6136,-47.3561,76.8,82,77,10.69,broken clouds
639,Laguna,US,38.421,-121.4238,75.31,41,0,5.99,clear sky
640,Palu,ID,-0.8917,119.8707,86.81,70,94,1.77,overcast clouds
641,Onalaska,US,43.8844,-91.2351,61.32,97,14,1.01,few clouds
642,Manokwari,ID,-0.8667,134.0833,83.37,70,64,8.57,broken clouds
643,Larap,PH,14.299,122.6504,88.38,62,80,5.75,broken clouds
644,Fare,PF,-16.7,-151.0167,80.46,71,1,16.69,clear sky
645,Fukue,JP,32.6881,128.8419,77.36,78,40,5.75,scattered clouds
646,Aswan,EG,24.0934,32.907,81.7,29,0,4.61,clear sky
647,Hun,LY,29.1268,15.9477,72.21,56,0,4.09,clear sky
648,Male,MV,4.1748,73.5089,85.95,74,75,8.05,broken clouds
649,Vallenar,CL,-28.5708,-70.7581,47.37,91,28,2.08,scattered clouds
650,Mayo,US,38.8876,-76.5119,74.95,80,97,8.01,overcast clouds
651,Hohhot,CN,40.8106,111.6522,89.89,18,0,6.71,clear sky
652,Ibra,OM,22.6906,58.5334,91.89,40,10,3.2,clear sky
653,Dhidhdhoo,MV,6.8833,73.1,82.98,75,99,11.68,overcast clouds
654,Cabinda,AO,-5.55,12.2,73.9,78,74,7.7,broken clouds
655,Hualmay,PE,-11.0964,-77.6139,60.66,82,21,12.73,few clouds
656,Banjarmasin,ID,-3.3244,114.591,91.54,76,89,3.09,overcast clouds
657,Pokrovskoye,RU,47.4157,38.8971,64.65,68,14,11.81,few clouds
658,Cabedelo,BR,-6.9811,-34.8339,72.27,81,40,6.35,scattered clouds
659,Aasiaat,GL,68.7098,-52.8699,29.14,80,43,7.11,scattered clouds
660,Grove City,US,39.8815,-83.093,81.59,84,0,3.44,clear sky
661,Skara,SE,58.3866,13.4384,53.62,88,89,1.99,overcast clouds
662,Verkhoyansk,RU,67.5447,133.385,64.51,46,100,15.55,overcast clouds
663,Christchurch,NZ,-43.5333,172.6333,59.2,53,53,6.91,broken clouds
664,Poso,ID,-1.3959,120.7524,84.65,75,93,3.96,overcast clouds
665,Outjo,NA,-20.1167,16.15,47.34,41,0,9.4,clear sky
666,Asau,RO,46.4333,26.4,58.12,78,38,0.45,scattered clouds
667,Cartagena,CO,10.3997,-75.5144,80.22,89,75,4.61,broken clouds
668,Xuddur,SO,4.1213,43.8894,74.28,71,68,17.81,broken clouds
669,Chantada,ES,42.6088,-7.7712,64.54,85,34,2.04,scattered clouds
670,Opuwo,NA,-18.0607,13.84,53.17,43,3,7.56,clear sky
671,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.63,72,99,4.76,overcast clouds
672,Bafoulabe,ML,13.8065,-10.8321,83.44,57,99,10.38,overcast clouds
673,Gushikawa,JP,26.3544,127.8686,76.62,91,20,9.22,mist
674,Tambopata,PE,-12.7333,-69.1833,63.9,87,0,1.14,clear sky
675,Galdar,ES,28.147,-15.6502,68.5,77,44,12.77,scattered clouds
676,Nandigama,IN,16.7833,80.3,92.25,49,100,4.43,overcast clouds
677,Bulolo,PG,-7.2,146.65,81.57,71,50,3.56,scattered clouds
678,Korem,ET,12.5058,39.5228,67.62,30,93,3.69,overcast clouds
679,Kenai,US,60.5544,-151.2583,63.03,77,29,12.01,scattered clouds
680,Bakel,SN,14.905,-12.4568,85.46,56,78,14.03,broken clouds
681,Solhan,TR,38.9634,41.0293,67.71,55,49,2.46,scattered clouds
